procurement_id,vendor_name,contract_date,economic_object_code,description_eng,contract_value,commodity_type_en,solicitation_procedure_en,owner_org_en,award_criteria_en,is_IB,PSIB,is_Tech
3000760629,VMF ELECTRIC LTD,2023-02-16T00:00:00Z,1249.0,Other equipment and Parts,23230.0,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,False
3000759647,WESTERN MATERIALS HANDLING,2023-02-02T00:00:00Z,1219.0,Other machinery and parts,19845.0,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,False
3000761089,CONVIRON,2023-02-23T00:00:00Z,655.0,Processing machinery,13906.01,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000757686,RANE NETWORK INC,2023-01-04T00:00:00Z,583.0,License/Maintenance fees for application software (including COTS) and application development and delivery software,20353.65,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,True
3000758363,QIAGEN INC,2023-01-16T00:00:00Z,1243.0,"Measuring, controlling, laboratory, medical and optical equipment and parts",10987.04,Good,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,True
3000760142,GETINGE CANADA LIMITED,2023-02-10T00:00:00Z,1243.0,"Measuring, controlling, laboratory, medical and optical equipment and parts",119764.45,Good,Competitive – Open Bidding,Agriculture and Agri-Food Canada,Lowest Price,False,None,True
3000761600,ERIC MACKELL PAINTING,2023-02-20T00:00:00Z,645.0,Other buildings,83049.35,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000753167,LIFE TECHNOLOGIES INC,2023-02-04T00:00:00Z,660.0,"Measuring, controlling, laboratory, medical and optical instruments, apparatus and accessories",15992.04,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,True
20231009A,BOUTHILLETTE PARIZEAU INC,2023-02-23T00:00:00Z,420.0,Engineering services not elsewhere specified,16369.5,Service,Competitive – Open Bidding,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000758161,PLOMBERIE CARILLON INC / CONFORT ÉL,2023-01-12T00:00:00Z,1249.0,Other equipment and Parts,10692.68,Construction,Competitive – Traditional,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000762889,"COMMISSIONAIRES,BRITISH COLUMBIA",2023-03-24T00:00:00Z,460.0,Protection services,20021.82,Service,Competitive – Traditional,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000761978,CDFM HURON-WENDAT,2023-03-09T00:00:00Z,430.0,Scientific services,30009.75,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,PSAB,True
20230940A,VALLEY AGRO SERVICES LTD,2023-01-24T00:00:00Z,1339.0,Other engineering works,61729.5,Good,Competitive – Open Bidding,Agriculture and Agri-Food Canada,Lowest Price,False,None,False
3000762047,CAMPBELL SCIENTIFIC (CANADA) CORP.,2023-03-10T00:00:00Z,1243.0,"Measuring, controlling, laboratory, medical and optical equipment and parts",19210.0,Good,Competitive – Open Bidding,Agriculture and Agri-Food Canada,Not applicable,False,None,True
3000759147,GLOBAL INSTITUTE FOR FOOD SECURITY,2023-01-26T00:00:00Z,430.0,Scientific services,19743.18,Service,Competitive – Open Bidding,Agriculture and Agri-Food Canada,Not applicable,False,None,True
3000761105,SOUTH COUNTRY CO-OP,2023-02-23T00:00:00Z,1139.0,Miscellaneous Chemical products,24968.25,Good,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000759150,NUTRILYTICAL INC,2023-01-26T00:00:00Z,430.0,Scientific services,12776.4,Service,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,True
3000758687,BRYANS FARM & INDUSTRIAL SUPPLY LTD,2023-01-20T00:00:00Z,1219.0,Other machinery and parts,27007.0,Good,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000761665,FISHER SCIENTIFIC COMPANY,2023-03-03T00:00:00Z,1243.0,"Measuring, controlling, laboratory, medical and optical equipment and parts",10872.1,Good,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,True
3000761662,OKANAGAN WORKPLACE SERVICES INC,2023-03-03T00:00:00Z,491.0,Management consulting,15356.25,Service,Competitive – Open Bidding,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000760752,UPPER CANADA GROWERS LTD.,2023-02-20T00:00:00Z,1174.0,Horticultural products,16950.0,Good,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000757752,GRAYBRIDGE MALKAM,2023-01-05T00:00:00Z,447.0,Tuition fees and costs of attending courses including seminars not elsewhere specified,16387.69,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000759887,WATERS LIMITED,2023-03-01T00:00:00Z,660.0,"Measuring, controlling, laboratory, medical and optical instruments, apparatus and accessories",21801.9,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,True
80006021,NISHA TECHNOLOGIES INC.,2023-02-28T00:00:00Z,1283.0,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and,44161.64,Good,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,True,Voluntary Set-Aside,True
3000759859,GROUPE JLD-LAGUE,2023-02-07T00:00:00Z,1219.0,Other machinery and parts,24654.85,Good,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000762519,SELLEN GRAIN SERVICES LTD.,2023-03-17T00:00:00Z,859.0,Other Business services not Elsewhere Specified,12678.6,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000762522,LIFE TECHNOLOGIES INC,2023-03-17T00:00:00Z,1243.0,"Measuring, controlling, laboratory, medical and optical equipment and parts",24880.0,Good,Competitive – Selective Tendering,Agriculture and Agri-Food Canada,Not applicable,False,None,True
3000760192,8196311 CANADA INC,2023-02-21T00:00:00Z,447.0,Tuition fees and costs of attending courses including seminars not elsewhere specified,10080.0,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000759436,I BEAM METAL ERECTORS LTD,2023-01-31T00:00:00Z,655.0,Processing machinery,23189.25,Service,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,False
3000757751,RICHARDSON PIONEER LIMITED,2023-01-05T00:00:00Z,1174.0,Horticultural products,16808.0,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,False
3000761363,NUTRIEN AG SOLUTIONS,2023-03-03T00:00:00Z,1139.0,Miscellaneous Chemical products,23997.25,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,False
3000758219,ILLUMINA CANADA ULC,2023-01-13T00:00:00Z,1139.0,Miscellaneous Chemical products,16083.18,Good,Competitive – Open Bidding,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000757755,HOSKIN SCIENTIFIC LTD,2023-01-05T00:00:00Z,1243.0,"Measuring, controlling, laboratory, medical and optical equipment and parts",23701.04,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,True
3000762925,PRESTON PHIPPS INC.,2023-03-27T00:00:00Z,656.0,"Heating, air-conditioning and refrigeration equipment",17116.33,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000758206,VANASTAS,2023-01-13T00:00:00Z,491.0,Management consulting,19833.19,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000762509,LANGUAGE RESEARCH DEVELOPMENT,2023-03-17T00:00:00Z,583.0,License/Maintenance fees for application software (including COTS) and application development and delivery software,61901.4,Service,Competitive – Traditional,Agriculture and Agri-Food Canada,Not applicable,False,None,True
3000757688,BGI AMERICAS CORPORATION,2023-01-04T00:00:00Z,430.0,Scientific services,24695.76,Service,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,True
3000761123,SYNAGRI L.P.,2023-02-24T00:00:00Z,1139.0,Miscellaneous Chemical products,21656.0,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,False
3000761685,QIAGEN CANADA INC.,2023-03-03T00:00:00Z,1243.0,"Measuring, controlling, laboratory, medical and optical equipment and parts",11915.47,Good,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,True
20230430A,ATS SCIENTIFIC INC.,2023-02-10T00:00:00Z,1243.0,"Measuring, controlling, laboratory, medical and optical equipment and parts",29908.2,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,True
3000759009,METAL-TECH INDUSTRIES,2023-01-25T00:00:00Z,660.0,"Measuring, controlling, laboratory, medical and optical instruments, apparatus and accessories",10060.71,Service,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,True
20230877A,ORACLE CANADA ULC,2023-03-27T00:00:00Z,583.0,License/Maintenance fees for application software (including COTS) and application development and delivery software,435277.47,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,True
3000753913,WORLD TRADE ONLINE,2023-03-01T00:00:00Z,361.0,Electronic subscriptions and electronic publications,13900.73,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
20230559A,AMERICAN PHYTOPATHOLOGICAL SOCIETY,2023-01-01T00:00:00Z,361.0,Electronic subscriptions and electronic publications,37301.52,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000762944,LE GROUPE TRESK INC,2023-03-27T00:00:00Z,1239.0,Other office equipment and Parts,11175.57,Good,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
20220555A,DUBOIS AGRINOVATION INC,2023-01-20T00:00:00Z,1219.0,Other machinery and parts,108780.62,Good,Competitive – Open Bidding,Agriculture and Agri-Food Canada,Lowest Price,False,None,False
20230764A,FISHER SCIENTIFIC,2023-02-24T00:00:00Z,1243.0,"Measuring, controlling, laboratory, medical and optical equipment and parts",35053.2,Good,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,True
3000751435,TEKLYNX  AMERICAS INC,2023-01-15T00:00:00Z,583.0,License/Maintenance fees for application software (including COTS) and application development and delivery software,12607.42,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,True
3000760177,HOSKIN SCIENTIFIC LTD,2023-02-10T00:00:00Z,1243.0,"Measuring, controlling, laboratory, medical and optical equipment and parts",23282.28,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,True
3000761145,FISHER SCIENTIFIC COMPANY,2023-02-24T00:00:00Z,1249.0,Other equipment and Parts,15027.6,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,False
3000762176,BIO-SMART SOLUTIONS,2023-03-13T00:00:00Z,430.0,Scientific services,114987.67,Service,Competitive – Open Bidding,Agriculture and Agri-Food Canada,Highest Combined Rating of Technical Merit and Price,False,None,True
3000761678,UPPER CANADA GROWERS LTD.,2023-02-20T00:00:00Z,1174.0,Horticultural products,16950.0,Good,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000762893,NORTHERN MICRO INC.,2023-03-24T00:00:00Z,1283.0,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and,24960.57,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Not applicable,False,None,True
3000756569,METADATA SOLUTIONS ABC LTD.,2023-03-22T00:00:00Z,583.0,License/Maintenance fees for application software (including COTS) and application development and delivery software,19308.31,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,True
80005853,DONNA CONA INC.,2023-02-07T00:00:00Z,1283.0,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and,461828.94,Good,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,True,PSAB,True
3000762948,1240822 ONTARIO INC O/A TRISTONE MEDIA GROUP,2023-03-27T00:00:00Z,1172.0,Office and stationers supplies,17999.21,Good,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000760649,NIGHTINGALE CORP,2023-02-17T00:00:00Z,1231.0,"Office furniture and furnishings, including parts",10079.87,Good,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000762906,NORTHERN MICRO INC.,2023-03-24T00:00:00Z,1283.0,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and,24950.4,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Not applicable,False,None,True
3000758242,LI-COR INC.,2023-01-13T00:00:00Z,1243.0,"Measuring, controlling, laboratory, medical and optical equipment and parts",19537.68,Good,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,True
3000761156,DHI WATER & ENVIRONMENT INC.,2023-02-24T00:00:00Z,1287.0,Networking software,14125.0,Good,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,True
3000757789,FISHER SCIENTIFIC COMPANY,2023-01-06T00:00:00Z,1243.0,"Measuring, controlling, laboratory, medical and optical equipment and parts",13897.29,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,True
3000758937,NORTHERN MICRO INC.,2023-01-25T00:00:00Z,1223.0,"Image/Video communications equipment (includes telepresence/video conferencing equipment, cabling, parts and peripherals)",364505.88,Good,Competitive – Open Bidding,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000762453,LES EQUIPEMENTS LAGUE LTEE,2023-03-16T00:00:00Z,1264.0,Other vehicles,18969.73,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,False
3000762526,LES EQUIPEMENTS ADRIEN,2023-03-17T00:00:00Z,1219.0,Other machinery and parts,11105.44,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,False
3000762468,NL KUBOTA LIMITED,2023-03-16T00:00:00Z,1261.0,Road motor vehicles,21747.9,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,False
3000760947,12029162 CANADA INC,2023-02-22T00:00:00Z,1174.0,Horticultural products,21126.66,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000762952,MAINVILLE HEATING & AIR CONDITIONING,2023-03-13T00:00:00Z,630.0,Office buildings,24581.59,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000760528,SONOROUS TECHNOLOGIES CORPORATION,2023-02-15T00:00:00Z,431.0,Scientific consultants,45700.86,Service,Advance Contract Award Notice,Agriculture and Agri-Food Canada,Not applicable,False,None,True
3000755485,CENTRE DE FORMATION CARON LTEE.,2023-01-23T00:00:00Z,447.0,Tuition fees and costs of attending courses including seminars not elsewhere specified,22575.0,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000759181,AGILENT TECHNOLOGIES CANADA INC,2023-01-27T00:00:00Z,1243.0,"Measuring, controlling, laboratory, medical and optical equipment and parts",11223.86,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Not applicable,False,None,True
3000761161,FISHER SCIENTIFIC COMPANY,2023-02-24T00:00:00Z,1243.0,"Measuring, controlling, laboratory, medical and optical equipment and parts",13949.25,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,True
3000758249,FORD MOTOR COMPANY OF CANADA,2023-01-13T00:00:00Z,1261.0,Road motor vehicles,61387.58,Good,Competitive – Open Bidding,Agriculture and Agri-Food Canada,Not applicable,False,None,False
3000757794,AVONLEA FARMS SALES LTD.,2023-01-06T00:00:00Z,1219.0,Other machinery and parts,23362.5,Good,Competitive – Traditional,Agriculture and Agri-Food Canada,Lowest Price,False,None,False
3000755705,EBSCO CANADA LTD,2023-03-01T00:00:00Z,859.0,Other Business services not Elsewhere Specified,38195.51,Service,Non-Competitive,Agriculture and Agri-Food Canada,Not applicable,False,None,False
