Company ID,Company Code,Approval Date,Company Operating Name,Company Legal Name,Email,Phone Number,Fax Number,URL,City,Province,Address 1,Address 2,Postal Code,Company Description,Value of Contracts,Profile Link,Primary Industry NAICS Code,Alternate NAICS Codes,GSIN Codes
080339E858D3D576E0633597D48E08CF,CAZSTEMPNRUZ,2023-10-24,a.i. Talos Tech,Talos Technologies Inc.,team@talostech.ca,7784003302,,https://www.talostech.ca,Victoria,British Columbia,201-2610 Douglas Street,,V8T4M1,We grant Canadians with superior solutions to drive them towards a brighter future Our mission is to harmonize technology people and environments1 Technology Providing IT solutions to meet the unique needs of our diverse clients including ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=080339E858D3D576E0633597D48E08CF, - ,443143 - Appliance  television and other electronics stores | 454110 - Electronic shopping and mail-order houses | 417310 - Computer  Computer Peripheral and Pre-Packaged Software Wholesaler-Distributors | 238210 - Electrical Contractors and Other Wiring Installation Contractors | 414470 - Amusement and Sporting Goods Wholesaler-Distributors | 221122 - Electric Power Distribution | 611420 - Computer Training | 518210 - Data Processing  Hosting  and Related Services | ,N4510EB - Dispensers  Liquid Soap | N4510EE - Dispensers  Disinfecting  Automatic  Washrooms | 
747BC70DC9785942859B7BA899220A52,3AYKAHH9BKYK,,A.I.M. PC Inc,A.I.M. PC Inc,admin@aimpc.ca,833-533-2467,833-391-6669,https://www.aimpc.ca,Winnipeg,Manitoba,543 St. Catherine St.,,R2J 0N2,AIM PC Inc is a project consulting company that specializes in working in remote and northern communities,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=747BC70DC9785942859B7BA899220A52, - ,541619 - Other Management Consulting Services | 541611 - Administrative Management and General Management Consulting Services | ,M190A - Property and Facilities Management - Buildings | R123AH - Project Management Services | R019F - Consulting Services | 
8918988A658A9D47BD20863ED1E154EE,4AZW36SNSBXR,2023-05-18,A:kweks ventures,Joshua Bailey,joshua.bailey@akweksventures.com,7788232347,,https://www.akweksventures.com/,Chilliwack,British Columbia,17-46249 Hope River Rd,Unit 17,V2P 3p3,Akweks Ventures supports Indigenous communities with implementation and development of Bill C-92 coordination agreements prevention programming and child welfare organization development Akweks ventures also offers management and leadership ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=8918988A658A9D47BD20863ED1E154EE, - ,,R019F - Consulting Services | 
C791C075E8200843BF4FD7503E4DBA74,5B20108RP0VC,2023-09-07,Aaniin Retail Inc.,Aaniin Retail Inc.,chelsee@aaniin.shop,6132821384,,https://www.aaniin.shop,Toronto,Ontario,5-105 28 Bathurst Street,,M5V 0R4,Aaniin retail Inc started as a streetwear brand in downtown Toronto After having great success in selling their own apparel and accessories they aim to provide a 100 Indigenous Department Store They currently have 30 Indigenous brands ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=C791C075E8200843BF4FD7503E4DBA74, - ,448199 - All Other Clothing Stores | ,N8415 - Clothing  Special Purpose | 
88A30CC6C259734AA4F3A29B184570DF,DAYKAHJQ7A1J,,Aanwi Inc.,Aanwi Inc.,Al.Bradley@Aanwi.ca,403 710-9777,403 290-6622,https://www.Aanwi.ca,Calgary,Alberta,PO Box 20073,Calgary Place,T2P 4J2,Aanwi is a cradle to grave service company for multi scale construction reclamation and remediation projects  Aanwi is passionate about Damage Prevention Process and strives to reduce risk and exposure through out your project while remaining ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=88A30CC6C259734AA4F3A29B184570DF, - ,213118 - Services to Oil and Gas Extraction | 541620 - Environmental Consulting Services | 237210 - Land Subdivision | 237310 - Highway  Street and Bridge Construction | 237990 - Other Heavy and Civil Engineering Construction | 238910 - Site Preparation Contractors | 238990 - All Other Specialty Trade Contractors | ,5139C - General Heavy Construction | R010A - Internal and External Audits (Supply Arrangement PASS) | 5161B - Heating  Ventilation and Air Conditioning Maintenance & Inspection Services | T001B - Public Opinion Research - Qualitative | R019E - Business Services | WR2350A - SNOWMOBILE - RENTAL | U006C - Technical / Vocational Training | R019U - Professional Services / Program Research Analysis | N5650 - Roofing and Siding Materials | R199B - Miscellaneous Business Services | 5179I - Other Building Completion and Finishing | E199D - Environmental Services | F010B - Forestry Services  Not Elsewhere Specified | C219D - Other Architectural and Engineering Services - Real Property | 5174A - Floor and Wall Tiling Work | V001B - Trucking | B109A - Other Environmental Studies | D302A - Informatics Professional Services | D317B - Information Retrieval Services  Database | U099S - Safety Training Courses | N3805 - Earthmoving and Excavating Equipment | K107A - Landscaping and Horticultural Services | N5410 - Prefabricated and Portable Buildings | 5131C - Highways  Roads  Railways   Airfield Runways | 5162A - Water Plumbing and Drain Laying Work | 5139B - Engineering Works  Not Elsewhere Specified | U008F - Training Analysis and Design Courses | K100A - Cleaning and Maintenance  Janitorial | B103A - Water Quality Studies | M110A - Property Management - Office Space/Administrative Buildings | N6830 - Gases  Compressed and Liquified | 5169D - Other Installation Work | 5139A - Construction Services  Not Elsewhere Specified | R123A - Organization Development | B101A - Environmental Impact Studies | G102A - Recreational Services | E108F - Northern Contaminated Site Environmental Clean-up Work/Services | 5129B - Construction of Other Buildings | R114A - Logistics Support Services Military Aerospace Related | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | N6675 - Drafting  Surveying and Mapping Instruments | T019D - Survey Services  Interior and Exterior | N9999 - Miscellaneous Items | 5169E - Doors and Windows Installation and Repair Services | AH215000 - Environmental Sciences: Air  Water Pollution and other (R&D) | 5164C - Building Fire Protection Systems | WR2310 - PASSENGER MOTOR VEHICLES - RENTAL | T005A - Graphic Design Services - including website | AG214598 - Liquid Natural Gas Pipeline Techonology  (R&D) | B302A - Feasibility Studies/Needs Analysis | N1550A - Drones  Unmanned Air Vehicle Manufacturers | 
97E049E365985173E0531B96D48E86D3,6AYKAHAU7S73,,Aaron Aubin Consulting Inc.,Aaron Aubin Consulting Inc.,aaron@aubinconsulting.com,(403)-970-7764,,http://www.aaronaubin.com,Calgary,Alberta,218-7710 5th St SE,,T2H2L9,Aaron Aubin Consulting Inc is an Indigenous-owned consulting firm working with a network of companies associates and colleagues to bring the right expertise together to deliver tailored and innovative solutions to our clientsWe deliver a ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E365985173E0531B96D48E86D3,541619 - Other Management Consulting Services,541690 - Other Scientific and Technical Consulting Services | ,R019E - Business Services | R019U - Professional Services / Program Research Analysis | R199B - Miscellaneous Business Services | E199D - Environmental Services | B109A - Other Environmental Studies | T000H - Communication Writing and Editing Services | B101A - Environmental Impact Studies | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | B302A - Feasibility Studies/Needs Analysis | 
745EE10574EE8145B29865530E5FA46A,8B1UZFPMTU95,2023-09-21,Aatma Solutions Inc.,Aatma Solutions Inc.,msaunders@aatmasolutions.com,613-407-0097,,,Richmond Hill,Ontario,3194 Steeple Hill Road,,K0A 2Z0,Aatma Solutions has established partnerships to bring quality and value added solutions in the following areasTechnology Solutions - Cloud based secure and tailored to client needs Construction Solutions - New build and renovation solutionsFor ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=745EE10574EE8145B29865530E5FA46A, - ,,D301BB0 - Cloud Technology | 5121A - Construction of One and Two Dwelling Buildings | 5122A - Construction of Multi-Dwelling Buildings | 5123B - Construction of Warehouses and Industrial Buildings | 5124B - Construction of Commercial Buildings | 5127B - Construction of Educational Buildings | 5128B - Construction of Health Buildings | 5129B - Construction of Other Buildings | 
456DEAB812B38A4683DE9FBFF5C00770,8B2JJJ9FHWR5,2023-10-12,AB Original,Bradley Hill,aboriginalconsultants@gmail.com,5197776015,,,London,Ontario,412 Blackacres Blvd,,N6G 3E7,Aboriginal Consultants is a small team of First Nations individuals offering a unique and invaluable perspective when it comes to providing services to government agencies and organizations Our deep connection to the culture traditions and ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=456DEAB812B38A4683DE9FBFF5C00770, - ,,
7D175C18470A9C45A0443FDADD7448EE,5AYKAHKN41G2,,Abattage uatshu,Abattage manuel Uatshu,pierremestenapeo@gmail.com,4183503580,,,Pakuashipi,Quebec,21  rue Nishk,,G0G 2R0,dboisement de divers projets notamment accs route hydraulique route terrassement de terrains de projet sentier de moto-neige services forestiers ou contrle forestiers etc,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=7D175C18470A9C45A0443FDADD7448EE, - ,,
A4465FC76C84EE4EA334BFC7E9C40656,8AYKAHJJY9X5,,ABC Internet Business Services,ABC Internet Business Services,admin@amychristmas.online,2892704417,,https://amychristmas.online,Ajax,Ontario,92 Church St S,1205,L1S 6B4,Online Specialist  Online Marketing Specialist  Internet Specialist  Computer Instructor  Graphic Web DesignerAmy is owner and executive director of ABC ONLINE BUSINESS SERVICES A Fox Online  Alternative Business Strategies and Beauty ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=A4465FC76C84EE4EA334BFC7E9C40656, - ,519130 - Internet Publishing and Broadcasting  and Web Search Portals | 561110 - Office Administrative Services | 561490 - Other Business Support Services | 611420 - Computer Training | 713990 - All Other Amusement and Recreation Industries | 813910 - Business Associations | 541510 - Computer Systems Design and Related Services | 541860 - Direct Mail Advertising | 811490 - Other Personal and Household Goods Repair and Maintenance | ,
97E049E362FF5173E0531B96D48E86D3,1AYKAHA2RAQ9,,Abo Technologie Inc,Abo Technologie Inc,jp.grondin@abotech.ca,,,http://abotech.ca,Lévis,Quebec,91 Des Trois-Manoirs Rd,,G6Z7R6,Abo Technologies Inc supply numerous products and services in IT and telecoms to the Canadian Federal Government,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E362FF5173E0531B96D48E86D3,517910 - Other Telecommunications,,N7010 - Automatic Data Processing Equipment  System Configuration | N7050 - ADP Components | U006C - Technical / Vocational Training | N7045 - Computer Supplies | N5830 - Intercommunication and Public Address Systems  Except Airborne | N5835 - Sound Recording and Reproducing Equipment | N7030 - ADP Software | N5836 - Video Recording and Reproduction Equipment | N7520 - Office Devices and Accessories | N7020 - ADP Central Processing Unit (CPU  Computer) Analog | N5805 - Telephone and Telegraph Equipment | N7510 - Office Supplies | N7035 - ADP Support Equipment | N5820 - Radio and Television Communications Equipment  Except Airborne | N7025 - ADP Input-Output and Storage Devices | N5810 - Communications Security Equipment and Components | 
F1B3EC60A4A15F44ADC49208C1086A34,FB4W7UFX6V4Y,2024-02-21,Aboriginal Cleaners Inc.,Aboriginal Cleaners Inc.,aboriginalcleaners@gmail.com,(709) 896-3503,(709) 896-2764,,Goose Bay,Newfoundland And Labrador,11 Loring drive,,a0p1c0,We are commercial cleaning company We have cleaning contracts with mine sites airports and more We provide full cleaning contract service or labour alone service if required,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=F1B3EC60A4A15F44ADC49208C1086A34, - ,,
D8B41735DDBD0043A4F93376B1387D9B,4AZNNXWCY3WW,2023-05-18,Aboriginal Development Contractors,Aboriginal Development Contractors Inc.,dpaul@arcgroup.ca,5062730842,,,Tobique First Nation,New Brunswick,85 Second Street,,E7H 4V8,All HVAC services,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=D8B41735DDBD0043A4F93376B1387D9B, - ,,JX1990K - Ships and Vessels HVAC - Vent Cleaning  Repair  Overhaul and Maintenance | 
C6F70C630FEA2244B796CCF08767C371,BB57US1RY5XC,2024-03-05,Aboriginal Labour Force Development Circle,Aboriginal Labour Force Development Circle,ed@alfdc.on.ca,6137711627,,https://alfdc.on.ca,Deseronto,Ontario,274 Highway 49,,K0K1X0,The Aboriginal Labour Force Development Circle ALFDC was incorporated on June 29 1998 under the jurisdiction of Part II of the Canada Corporations Act  As such it is considered to be a federal not-for-profit corporationThe ALFDC provides ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=C6F70C630FEA2244B796CCF08767C371, - ,,
97E049E361CA5173E0531B96D48E86D3,8AYKAHAJ6Y4F,,Aboriginal Languages of Manitoba Inc.,Aboriginal Languages of Manitoba Inc.,mel@ablong.com,,,http://www.ablang.com,Winnipeg,Manitoba,119 Sutherland Ave,,R2W3C9,No description available,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E361CA5173E0531B96D48E86D3,541930 - Translation and Interpretation Services,561410 - Document Preparation Services | ,
F294D7226171AB4FAE61A9DE89A6AB51,4AZX34K95B0B,2023-05-18,Aboriginal Logistics & Services,Aboriginal Logistics & Services Inc.,dpaul@arcgroup.ca,506-273-0842,,,Tobique Reserve,New Brunswick,85 Second St.,,E7H 5K3,ALS provides various personal protective equipment and supplies,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=F294D7226171AB4FAE61A9DE89A6AB51, - ,,
132C54155DDC0F41949F80A5BC1CEA87,CAYKAHJ5VXKP,,Aboriginal Printing Corporation,Aboriginal Printing Corporation,info@aboriginalprinting.com,416-363-8159,416-431-7465,https://www.aboriginalprinting.com,Toronto,Ontario,25 King St W Suite 154,,M5L 1E7,The Aboriginal Printing Corporation is the largest 100 owned certified Aboriginal Printer in Canada We are a full service print provider that has rooted itself in a long tradition of high quality print services by owning a facility that has ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=132C54155DDC0F41949F80A5BC1CEA87, - ,,T014V8A - Copying Services | T014A - Publications | T014H5 - Flat Printing | T014Q10 - Offset Printing and Variable Imaging | T014SR - Printing of Envelopes | T014Q4 - Electronic Printing Direct Mail | T014Q8 - Electronic Printing on Demand | 
8FE1178340592E4DB7B7FC34D225C1EE,AAYKAHCGX2D8,,Aboriginal Procurement and Logistics,1095697 BC Ltd,,604-710-5443,,,Vancouver,British Columbia,2542-349 West Georgia Street,,V6B 3W8,Sourcing and trade company experienced in sourcing and delivering globally offering strategic professional end-to-end procurement logistics and supply chain solutions,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=8FE1178340592E4DB7B7FC34D225C1EE, - ,418990 - All Other Wholesaler-Distributors | ,N5610K - Seamless Flooring | N7125 - Cabinets  Lockers  Bins and Shelving | N5130 - Hand Tools  Power-Driven | N8305 - Textile Fabrics | N8105 - Bags and Sacks | N8405L - Jackets/Trousers/Coveralls/Slacks/Shorts | N7230 - Draperies  Awnings and Shades | N9330 - Plastics  Fabricated Materials | N5110 - Hand Tools  Edged  Nonpowered | N8115 - Boxes  Cartons and Crates | N5120 - Hand Tools  Nonedged  Nonpowered | N7810 - Athletic and Sporting Equipment | N2350 - Combat  Assault  and Tactical Vehicles  Tracked | N8135K - PLASTIC SHEET/TUBING  PLASTIC (PACKAGING) | N7510 - Office Supplies | N7110 - Office Furniture | N8105CA - BAG  TEXTILE  WOVEN PLASTIC | N8305BJ - CLOTH  BURLAP (JUTE FIBER) | N8305BS - CLOTH  FIBERGLASS | N8410B - COAT/SKIRT  WOMEN'S (EXCEPT CLOTHING  SPECIAL PURPOSE) | N8415Q - JACKETS (CLOTHING  SPECIAL PURPOSE) | 
8F20C78B52F94A4AA0E8C1375B9D1CFF,5B4ATBVQFM8U,2024-01-15,Aboriginal Training Services,Aboriginal Training Services Ltd.,darcy@abtraining.ca,4036158038,,,Edmonton,Alberta,14410 118 ave NW,,T5L2M5,Aboriginal Training Services is a fully indigenous-owned drone training service provider Delivering local expertise and support to communities across Canada As a certified member of the Canadian Council for Aboriginal Business CCAB We are ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=8F20C78B52F94A4AA0E8C1375B9D1CFF, - ,,
42FBE08CF6DC8044B6C827DE87DE172B,CAYKAHKJRADS,,Absolute Fire Protection,Absolute Fire Protection Inc.,admin@absolutefireprotection.ca,3063808383,,,Prince Albert,Saskatchewan,9 Borrowman Place,,S6X0B1,Absolute Fire Protection is a small locally owned business in Prince Albert We operate in and around the Prince Albert area but not limited toWe offer sprinkler fitting and fire suppression for new builds and existing builds We also offer ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=42FBE08CF6DC8044B6C827DE87DE172B, - ,,
64353F6542C59E4CAD85A77503EE9CD7,2AYKAHH1172D,,Abstract Concrete Services,6790187 Manitoba Ltd,abstract-concrete@outlook.com,(204) 218-5585,,,Dufresne,Manitoba,2388 Dawson Road,,R5K0L1,Flat work concrete finishing Concrete Foundations,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=64353F6542C59E4CAD85A77503EE9CD7,238990 - All Other Specialty Trade Contractors,,5154A - Concrete Work | 5154AB - Concrete Cutting and Coring Services | 
40636C35B12A3849994BB2FDE11E1808,5B606P8FJ6BG,2024-04-10,AC First Nation First Aid & CPR,AC First Nation First Aid & CPR,AC.firstnationfirstaid@gmail.com,(819)441-7541,,,Maniwaki,Quebec,30  Makwa Mikan,,J9E 3B1,Provides training in First Aid  CPR  AED Automated External Defibrillator,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=40636C35B12A3849994BB2FDE11E1808, - ,,G009G - Health and Welfare Services | 
63AC03F3CF1EBE4B91936C4EB1B7840C,6AYKAHJRPZ1U,,Acadia Ocean Services Ltd,Acadia Ocean Services Ltd,AcadiaOcean@gmail.com,9022772227,,,Chester Basin,Nova Scotia,43 Lantz Dr.,,B0J1K0,Acadia Ocean Services Ltd offers a wide range of ocean services that range fromGhost gear clean up Marine salvageEnvironmental responseMooring and buoysMarine construction projects,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=63AC03F3CF1EBE4B91936C4EB1B7840C, - ,,E111B - Oil Spill Response | 5139D - General Marine Construction Work | 
97E049E3632D5173E0531B96D48E86D3,AAYKAH9WPT05,,Acadia94 Incorporated,Acadia94 Incorporated,acadia94@icloud.com,(613)725-6525,,,Ottawa,Ontario,1294 Walkley Road,,K1V6P7,Human Resources Management HRM Consultant Registered Professional Recruiter RPR and Part-Time HRM College Instructor and Researcher Full Cycle Recruitment Selection and Staffing Organizational Design HR Planning Work Force Adjustment ,,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3632D5173E0531B96D48E86D3,541612 - Human Resources Consulting Services,541611 - Administrative Management and General Management Consulting Services | ,U006C - Technical / Vocational Training | R019U - Professional Services / Program Research Analysis | U099C - Educational Services  N.E.S. | U008F - Training Analysis and Design Courses | B302A - Feasibility Studies/Needs Analysis | 
